"TOA5","BOWDOIN-1","CR1000","16188","CR1000.Std.15","CPU:SENSORKETTE-1-2014.CR1","11029","All"
"TIMESTAMP","RECORD","BatV","PTemp","res(1)","res(2)","res(3)","res(4)","res(5)"
"TS","RN","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2015-05-19 07:40:00",27319,13.55,-0.606,"",""," 51,  240596, -113266, 9999, 9999, 9999, 20.163619, -0.355957,  -287  "," 64, -181669,  212458, 9999, 9999, 9999, 13.510192, -2.241211, -2654  ","  2, -229227,   68562, -211, 3718,  430,  2.110491, -3.517822, -4073  "
"2015-05-19 07:50:00",27320,13.55,-0.542,"",""," 51,  240566, -113281, 9999, 9999, 9999, 20.169164,  -0.41333,  -270  "," 64, -181707,  212487, 9999, 9999, 9999, 13.481067,  -2.26123, -2646  ","  2, -229237,   68584, -214, 3716,  430,  2.110476, -3.517822, -4068  "
"2015-05-19 08:00:00",27321,13.55,-0.479,"",""," 51,  240594, -113305, 9999, 9999, 9999, 20.171119, -0.432373,  -275  "," 64, -181701,  212488, 9999, 9999, 9999, 13.462644, -2.241211, -2650  ","  2, -229177,   68573, -212, 3717,  430,   2.10972, -3.498291, -4068  "
"2015-05-19 08:10:00",27322,13.57,-0.436,"",""," 51,  240594, -113291, 9999, 9999, 9999, 20.176683, -0.394043,  -279  "," 64, -181676,  212528, 9999, 9999, 9999, 13.431228,  -2.22168, -2646  ","  2, -229229,   68558, -212, 3715,  431,  2.107767, -3.498291, -4068  "
"2015-05-19 08:20:00",27323,13.56,-0.35,"",""," 51,  240629, -113274, 9999, 9999, 9999, 20.174592,  -0.41333,  -275  "," 64, -181682,  212452, 9999, 9999, 9999, 13.405275,  -2.26123, -2646  ","  2, -229248,   68545, -208, 3711,  434,  2.112583, -3.498291, -4064  "
"2015-05-19 08:30:00",27324,13.55,-0.267,"",""," 51,  240636, -113263, 9999, 9999, 9999,   20.1776, -0.432373,  -275  "," 64, -181671,  212511, 9999, 9999, 9999, 13.384643, -2.241211, -2646  ","  2, -229244,   68538, -207, 3710,  433,  2.104578, -3.517822, -4073  "
"2015-05-19 08:40:00",27325,13.56,-0.201,"",""," 51,  240610, -113289, 9999, 9999, 9999, 20.182901,  -0.41333,  -266  "," 64, -181653,  212495, 9999, 9999, 9999, 13.361772, -2.241211, -2637  ","  2, -229237,   68560, -208, 3715,  434,  2.109684, -3.517822, -4068  "
"2015-05-19 08:50:00",27326,13.57,-0.095,"","",""," 64, -181771,  212482, 9999, 9999, 9999, 13.340078, -2.241211, -2646  ","  2, -229245,   68571, -209, 3716,  430,  2.108295, -3.517822, -4073  "
"2015-05-19 09:00:00",27327,13.55,0.054,"","",""," 64, -181707,  212577, 9999, 9999, 9999,  13.32102,  -2.20166, -2641  ","  2, -229218,   68595, -212, 3715,  428,  2.106516, -3.498291, -4077  "
"2015-05-19 09:10:00",27328,13.55,0.16,"",""," 51,  240626, -113295, 9999, 9999, 9999, 20.189443,  -0.41333,  -270  "," 64, -181759,  212496, 9999, 9999, 9999, 13.567768,  -2.26123, -2650  ","  2, -229251,   68593, -213, 3721,  428,  2.109926, -3.517822, -4077  "
"2015-05-19 09:20:00",27329,13.56,0.223,"",""," 51,  240600, -113290, 9999, 9999, 9999, 20.193162, -0.394043,  -275  "," 64, -181831,  212568, 9999, 9999, 9999,  13.59439, -2.241211, -2650  ","  2, -229229,   68575, -214, 3716,  428,   2.10828, -3.498291, -4073  "
"2015-05-19 09:30:00",27330,13.57,0.203,"",""," 51,  240609, -113307, 9999, 9999, 9999, 20.194173, -0.394043,  -279  "," 64, -181801,  212536, 9999, 9999, 9999, 13.591791, -2.280762, -2637  ","  2, -229260,   68595, -209, 3712,  431,  2.108788, -3.498291, -4073  "
"2015-05-19 09:40:00",27331,13.55,0.16,"",""," 51,  240638, -113302, 9999, 9999, 9999, 20.196695,  -0.41333,  -275  "," 64, -181808,  212595, 9999, 9999, 9999, 13.556453,  -2.22168, -2650  ","  2, -229253,   68586, -212, 3715,  434,   2.10885, -3.517822, -4073  "
"2015-05-19 09:50:00",27332,13.56,0.117,"",""," 51,  240634, -113340, 9999, 9999, 9999,  20.19745, -0.394043,  -270  "," 64, -181749,  212566, 9999, 9999, 9999, 13.597213, -2.241211, -2650  ","  2, -229223,   68574, -207, 3714,  432,  2.110367, -3.498291, -4064  "
"2015-05-19 10:00:00",27333,13.56,0.138,"",""," 51,  240672, -113285, 9999, 9999, 9999, 20.203882,  -0.41333,  -266  "," 64, -181808,  212568, 9999, 9999, 9999, 13.593471, -2.241211, -2641  ","  2, -229247,   68584, -212, 3715,  431,  2.109791, -3.537598, -4073  "
"2015-05-19 10:10:00",27334,13.56,0.203,"",""," 51,  240635, -113330, 9999, 9999, 9999, 20.205938,  -0.41333,  -262  "," 64, -181852,  212581, 9999, 9999, 9999,   13.5652, -2.241211, -2641  ","  2, -229276,   68630, -217, 3717,  428,  2.108936, -3.498291, -4073  "
"2015-05-19 10:20:00",27335,13.55,0.246,"",""," 51,  240691, -113307, 9999, 9999, 9999, 20.201829,  -0.41333,  -270  "," 64, -181793,  212552, 9999, 9999, 9999, 13.533775, -2.241211, -2650  ","  2, -229243,   68604, -220, 3715,  427,  2.109438, -3.517822, -4081  "
"2015-05-19 10:30:00",27336,13.55,0.287,"",""," 51,  240652, -113303, 9999, 9999, 9999, 20.207086,  -0.41333,  -275  "," 64, -181866,  212598, 9999, 9999, 9999, 13.516607, -2.241211, -2650  ","  2, -229266,   68566, -221, 3713,  428,  2.111914, -3.517822, -4073  "
"2015-05-19 10:40:00",27337,13.55,0.415,"",""," 51,  240641, -113326, 9999, 9999, 9999, 20.208419, -0.432373,  -275  "," 64, -181808,  212594, 9999, 9999, 9999,  13.49471,  -2.22168, -2650  ","  2, -229266,   68609, -217, 3710,  430,  2.108751, -3.517822, -4077  "
"2015-05-19 10:50:00",27338,13.55,0.608,"",""," 51,  240678, -113300, 9999, 9999, 9999, 20.214059,  -0.41333,  -279  "," 64, -181871,  212587, 9999, 9999, 9999, 13.479272, -2.241211, -2650  ","  2, -229265,   68590, -216, 3706,  428,  2.110716, -3.517822, -4068  "
"2015-05-19 11:00:00",27339,13.56,0.84,"",""," 51,  240689, -113291, 9999, 9999, 9999, 20.213747, -0.394043,  -270  "," 64, -181911,  212579, 9999, 9999, 9999, 13.459865,  -2.26123, -2637  ","  2, -229290,   68599, -215, 3710,  426,  2.112635, -3.517822, -4064  "
"2015-05-19 11:10:00",27340,13.56,1.118,"",""," 51,  240684, -113312, 9999, 9999, 9999, 20.214578, -0.394043,  -270  "," 64, -181902,  212542, 9999, 9999, 9999, 13.432027, -2.241211, -2654  ","  2, -229320,   68627, -214, 3709,  426,  2.111425, -3.517822, -4073  "
"2015-05-19 11:20:00",27341,13.55,1.48,"",""," 51,  240692, -113324, 9999, 9999, 9999, 20.217561,  -0.41333,  -270  "," 64, -181935,  212687, 9999, 9999, 9999, 13.414388,  -2.22168, -2654  ","  2, -229283,   68614, -212, 3712,  428,  2.112583, -3.498291, -4081  "
"2015-05-19 11:30:00",27342,13.56,1.97,"",""," 51,  240712, -113320, 9999, 9999, 9999, 20.214162,  -0.41333,  -275  "," 64, -181865,  212630, 9999, 9999, 9999, 13.398962,  -2.22168, -2659  ","  2, -229280,   68622, -216, 3709,  430,  2.110641, -3.517822, -4077  "
"2015-05-19 11:40:00",27343,13.55,2.48,"",""," 51,  240697, -113308, 9999, 9999, 9999, 20.215333,  -0.41333,  -266  "," 64, -181918,  212630, 9999, 9999, 9999, 13.383655,  -2.26123, -2654  ","  2, -229297,   68608, -219, 3712,  430,  2.113142, -3.498291, -4068  "
"2015-05-19 11:50:00",27344,13.56,2.907,"",""," 51,  240700, -113331, 9999, 9999, 9999, 20.216218,  -0.41333,  -275  "," 64, -181931,  212665, 9999, 9999, 9999, 13.372209,  -2.22168, -2650  ","  2, -229312,   68653, -221, 3712,  430,  2.108408, -3.498291, -4077  "
"2015-05-19 12:00:00",27345,13.58,3.206,"",""," 51,  240703, -113321, 9999, 9999, 9999, 20.212106,  -0.41333,  -262  "," 64, -181959,  212719, 9999, 9999, 9999, 13.355615, -2.241211, -2650  ","  2, -229299,   68618, -222, 3707,  431,  2.113342, -3.537598, -4081  "
"2015-05-19 12:10:00",27346,13.56,3.655,"",""," 51,  240721, -113344, 9999, 9999, 9999, 20.213785, -0.394043,  -283  "," 64, -181914,  212691, 9999, 9999, 9999, 13.559665,  -2.22168, -2654  ","  2, -229270,   68632, -225, 3709,  431,  2.109659, -3.517822, -4073  "
"2015-05-19 12:20:00",27347,13.56,4.084,"",""," 51,  240700, -113348, 9999, 9999, 9999, 20.212541,  -0.41333,  -270  "," 64, -181936,  212700, 9999, 9999, 9999, 13.539924, -2.241211, -2654  ","  2, -229332,   68596, -226, 3708,  434,  2.108547,  -3.47876, -4077  "
"2015-05-19 12:30:00",27348,13.56,4.385,"",""," 51,  240705, -113322, 9999, 9999, 9999, 20.216249,  -0.41333,  -283  "," 64, -181914,  212612, 9999, 9999, 9999, 13.568273, -2.280762, -2659  ","  2, -229288,   68659, -221, 3707,  433,  2.109854,  -3.47876, -4077  "
"2015-05-19 12:40:00",27349,13.55,4.728,"",""," 51,  240748, -113327, 9999, 9999, 9999, 20.212106,  -0.41333,  -279  "," 64, -181985,  212648, 9999, 9999, 9999, 13.613725,  -2.26123, -2663  ","  2, -229300,   68613, -222, 3708,  431,  2.108816, -3.517822, -4073  "
"2015-05-19 12:50:00",27350,13.56,5.14,"",""," 51,  240735, -113353, 9999, 9999, 9999, 20.212076,  -0.41333,  -270  "," 64, -181987,  212698, 9999, 9999, 9999,  13.56347,  -2.26123, -2646  ","  2, -229303,   68630, -213, 3706,  429,  2.110842, -3.517822, -4073  "
"2015-05-19 13:00:00",27351,13.56,5.506,"",""," 51,  240748, -113319, 9999, 9999, 9999, 20.209236,    -0.375,  -287  "," 64, -181993,  212688, 9999, 9999, 9999,   13.5923, -2.241211, -2650  ","  2, -229316,   68641, -206, 3699,  430,  2.110991, -3.537598, -4068  "
"2015-05-19 13:10:00",27352,13.59,5.765,"",""," 51,  240772, -113375, 9999, 9999, 9999, 20.207647, -0.394043,  -270  "," 64, -182002,  212743, 9999, 9999, 9999, 13.556245, -2.241211, -2641  ","  2, -229306,   68626, -209, 3707,  430,  2.108408, -3.498291, -4081  "
"2015-05-19 13:20:00",27353,13.57,5.896,"",""," 51,  240752, -113350, 9999, 9999, 9999, 20.208646, -0.394043,  -275  "," 64, -182038,  212697, 9999, 9999, 9999, 13.626316, -2.241211, -2650  ","  2, -229302,   68643, -213, 3709,  429,  2.109446, -3.517822, -4077  "
"2015-05-19 13:30:00",27354,13.56,5.96,"",""," 51,  240764, -113350, 9999, 9999, 9999,   20.2084, -0.432373,  -270  "," 64, -182042,  212721, 9999, 9999, 9999, 13.570047,  -2.26123, -2646  ","  2, -229312,   68611, -221, 3704,  432,  2.109295, -3.537598, -4068  "
"2015-05-19 13:40:00",27355,13.56,6.005,"",""," 51,  240746, -113373, 9999, 9999, 9999, 20.207998,  -0.41333,  -270  "," 64, -181993,  212680, 9999, 9999, 9999, 13.542011, -2.241211, -2650  ","  2, -229334,   68631, -219, 3707,  433,  2.107113, -3.537598, -4073  "
"2015-05-19 13:50:00",27356,13.58,6.068,"",""," 51,  240773, -113353, 9999, 9999, 9999, 20.205724,  -0.41333,  -275  "," 64, -182061,  212703, 9999, 9999, 9999, 13.509824,  -2.26123, -2659  ","  2, -229322,   68645, -223, 3702,  435,  2.108374, -3.498291, -4073  "
"2015-05-19 14:00:00",27357,13.56,5.982,"",""," 51,  240782, -113350, 9999, 9999, 9999, 20.203317, -0.394043,  -270  "," 64, -182147,  212707, 9999, 9999, 9999, 13.487421,  -2.26123, -2637  ","  2, -229290,   68651, -223, 3709,  438,  2.109264, -3.537598, -4077  "
"2015-05-19 14:10:00",27358,13.56,5.765,"","",""," 64, -182059,  212733, 9999, 9999, 9999, 13.459417, -2.241211, -2650  ","  2, -229315,   68617, -221, 3711,  438,  2.111071, -3.556885, -4068  "
"2015-05-19 14:20:00",27359,13.56,5.44,"",""," 51,  240775, -113362, 9999, 9999, 9999, 20.202219,  -0.41333,  -275  "," 64, -182081,  212721, 9999, 9999, 9999, 13.430953, -2.241211, -2650  ","  2, -229339,   68629, -220, 3714,  435,  2.108746,  -3.47876, -4068  "
"2015-05-19 14:30:00",27360,13.55,5.182,"","",""," 64, -182135,  212682, 9999, 9999, 9999, 13.398088, -2.241211, -2650  ","  2, -229338,   68639, -221, 3710,  435,  2.108845, -3.517822, -4064  "
"2015-05-19 14:40:00",27361,13.56,4.966,"",""," 51,  240755, -113344, 9999, 9999, 9999, 20.193193, -0.394043,  -279  "," 64, -182080,  212702, 9999, 9999, 9999, 13.382413, -2.241211, -2646  ","  2, -229313,   68627, -219, 3703,  436,  2.111006, -3.517822, -4077  "
"2015-05-19 14:50:00",27362,13.55,4.837,"",""," 51,  240819, -113383, 9999, 9999, 9999,  20.19312, -0.394043,  -279  "," 64, -182171,  212782, 9999, 9999, 9999, 13.357143, -2.241211, -2650  ","  2, -229385,   68655, -214, 3696,  441,   2.10844, -3.498291, -4073  "
"2015-05-19 15:00:00",27363,13.56,4.902,"","",""," 64, -182101,  212777, 9999, 9999, 9999, 13.565299, -2.241211, -2650  ","  2, -229319,   68653, -216, 3694,  443,  2.111641, -3.517822, -4060  "
"2015-05-19 15:10:00",27364,13.56,5.182,"",""," 51,  240785, -113347, 9999, 9999, 9999,  20.19354,  -0.41333,  -275  "," 64, -182081,  212770, 9999, 9999, 9999, 13.593238,  -2.26123, -2646  ","  2, -229397,   68663, -223, 3703,  445,  2.108408, -3.498291, -4073  "
"2015-05-19 15:20:00",27365,13.56,5.548,"",""," 51,  240817, -113395, 9999, 9999, 9999,  20.18744,  -0.41333,  -270  "," 64, -182151,  212745, 9999, 9999, 9999, 13.584354, -2.241211, -2650  ","  2, -229351,   68648, -218, 3726,  437,  2.110495, -3.498291, -4064  "
"2015-05-19 15:30:00",27366,13.58,5.917,"",""," 51,  240845, -113394, 9999, 9999, 9999,  20.18514, -0.394043,  -270  "," 64, -182167,  212720, 9999, 9999, 9999, 13.595428,  -2.26123, -2654  ","  2, -229377,   68657, -221, 3728,  431,  2.111355, -3.537598, -4077  "
"2015-05-19 15:40:00",27367,13.57,6.265,"",""," 51,  240818, -113395, 9999, 9999, 9999, 20.183328,  -0.41333,  -275  "," 64, -182141,  212797, 9999, 9999, 9999, 13.614988,  -2.26123, -2641  ","  2, -229322,   68629, -220, 3725,  430,  2.110785, -3.517822, -4073  "
"2015-05-19 15:50:00",27368,13.58,6.721,"",""," 51,  240821, -113417, 9999, 9999, 9999, 20.188091,    -0.375,  -279  "," 64, -182112,  212786, 9999, 9999, 9999, 13.598985, -2.241211, -2650  ","  2, -229385,   68650, -219, 3727,  429,  2.110903, -3.517822, -4073  "
"2015-05-19 16:00:00",27369,13.58,7.552,"",""," 51,  240883, -113380, 9999, 9999, 9999, 20.183794,  -0.41333,  -275  "," 64, -182157,  212754, 9999, 9999, 9999, 13.629226,  -2.26123, -2650  ","  2, -229367,   68642, -223, 3721,  432,   2.11097, -3.517822, -4064  "
"2015-05-19 16:10:00",27370,13.59,8.68,"",""," 51,  240842, -113377, 9999, 9999, 9999, 20.179117,  -0.41333,  -275  "," 64, -182187,  212836, 9999, 9999, 9999, 13.578002, -2.241211, -2646  ","  2, -229365,   68698, -219, 3721,  429,  2.109777, -3.517822, -4073  "
"2015-05-19 16:20:00",27371,13.59,9.86,"",""," 51,  240810, -113406, 9999, 9999, 9999, 20.175104,  -0.41333,  -275  "," 64, -182226,  212791, 9999, 9999, 9999, 13.603469, -2.241211, -2650  ","  2, -229400,   68685, -219, 3718,  429,  2.110142, -3.498291, -4077  "
"2015-05-19 16:30:00",27372,13.58,10.61,"",""," 51,  240848, -113418, 9999, 9999, 9999, 20.177608, -0.432373,  -275  "," 64, -182187,  212786, 9999, 9999, 9999, 13.645677, -2.241211, -2650  ","  2, -229366,   68667, -221, 3720,  432,  2.112614, -3.498291, -4077  "
"2015-05-19 16:40:00",27373,13.58,10.83,"",""," 51,  240817, -113402, 9999, 9999, 9999, 20.173009, -0.394043,  -266  "," 64, -182193,  212846, 9999, 9999, 9999, 13.590606, -2.241211, -2650  ","  2, -229361,   68650, -218, 3719,  434,   2.11038, -3.498291, -4081  "
"2015-05-19 16:50:00",27374,13.58,11.4,"",""," 51,  240862, -113397, 9999, 9999, 9999, 20.177808,  -0.41333,  -270  "," 64, -182152,  212825, 9999, 9999, 9999, 13.582067,  -2.26123, -2650  ","  2, -229380,   68636, -218, 3718,  437,  2.113447, -3.537598, -4068  "
"2015-05-19 17:00:00",27375,13.58,12.81,"",""," 51,  240858, -113403, 9999, 9999, 9999, 20.177165, -0.432373,  -275  "," 64, -182227,  212860, 9999, 9999, 9999, 13.593238,  -2.26123, -2646  ","  2, -229359,   68681, -215, 3720,  440,  2.108768, -3.537598, -4073  "
"2015-05-19 17:10:00",27376,13.59,14.59,"",""," 51,  240875, -113401, 9999, 9999, 9999, 20.174669, -0.394043,  -279  "," 64, -182204,  212884, 9999, 9999, 9999, 13.590703, -2.241211, -2654  ","  2, -229393,   68643, -217, 3721,  439,  2.110657, -3.517822, -4068  "
"2015-05-19 17:20:00",27377,13.59,16.46,"",""," 51,  240858, -113378, 9999, 9999, 9999,   20.1727, -0.394043,  -270  "," 64, -182185,  212842, 9999, 9999, 9999, 13.639812,  -2.26123, -2650  ","  2, -229366,   68665, -217, 3724,  437,  2.109333, -3.517822, -4077  "
"2015-05-19 17:30:00",27378,13.6,18.25,"",""," 51,  240864, -113396, 9999, 9999, 9999, 20.177133,  -0.41333,  -275  "," 64, -182301,  212836, 9999, 9999, 9999, 13.613988, -2.241211, -2650  ","  2, -229409,   68670, -218, 3717,  432,  2.111174, -3.537598, -4068  "
"2015-05-19 17:40:00",27379,13.61,19.63,"",""," 51,  240917, -113435, 9999, 9999, 9999, 20.176744, -0.394043,  -275  "," 64, -182279,  212887, 9999, 9999, 9999, 13.611463,  -2.22168, -2654  ","  2, -229400,   68693, -219, 3718,  436,  2.108374, -3.498291, -4073  "
"2015-05-19 17:50:00",27380,13.62,20.74,"",""," 51,  240888, -113414, 9999, 9999, 9999, 20.177549,  -0.41333,  -279  "," 64, -182306,  212888, 9999, 9999, 9999, 13.610141,  -2.26123, -2646  ","  2, -229382,   68672, -219, 3721,  437,  2.109444, -3.517822, -4073  "
"2015-05-19 18:00:00",27381,13.63,21.56,"",""," 51,  240867, -113444, 9999, 9999, 9999, 20.174692, -0.394043,  -275  "," 64, -182291,  212893, 9999, 9999, 9999, 13.584899,  -2.26123, -2641  ","  2, -229384,   68685, -222, 3718,  435,  2.112898, -3.517822, -4077  "
"2015-05-19 18:10:00",27382,13.63,21.95,"",""," 51,  240872, -113414, 9999, 9999, 9999, 20.178277, -0.394043,  -270  "," 64, -182320,  212904, 9999, 9999, 9999, 13.611865,  -2.26123, -2633  ","  2, -229382,   68690, -221, 3716,  434,  2.111382, -3.556885, -4064  "
"2015-05-19 18:20:00",27383,13.62,22.06,"","",""," 64, -182210,  212808, 9999, 9999, 9999, 13.646261,  -2.26123, -2641  ","  2, -229416,   68684, -220, 3711,  433,  2.108763, -3.498291, -4077  "
"2015-05-19 18:30:00",27384,13.62,22.33,"",""," 51,  240872, -113432, 9999, 9999, 9999, 20.181142,  -0.41333,  -270  "," 64, -182304,  212834, 9999, 9999, 9999, 13.605939,  -2.26123, -2654  ","  2, -229419,   68730, -222, 3712,  433,  2.109484, -3.517822, -4073  "
"2015-05-19 18:40:00",27385,13.62,22.9,"",""," 51,  240897, -113404, 9999, 9999, 9999, 20.179292, -0.394043,  -270  "," 64, -182302,  212907, 9999, 9999, 9999, 13.581579,  -2.26123, -2650  ","  2, -229405,   68682, -219, 3715,  435,  2.104677, -3.517822, -4081  "
"2015-05-19 18:50:00",27386,13.64,23.84,"",""," 51,  240917, -113450, 9999, 9999, 9999, 20.180932,  -0.41333,  -266  "," 64, -182278,  212890, 9999, 9999, 9999, 13.547073, -2.280762, -2650  ","  2, -229414,   68700, -219, 3715,  435,  2.107517, -3.556885, -4077  "
"2015-05-19 19:00:00",27387,13.64,24.72,"",""," 51,  240945, -113432, 9999, 9999, 9999, 20.182817, -0.394043,  -270  "," 64, -182354,  212937, 9999, 9999, 9999, 13.522958, -2.241211, -2646  ","  2, -229428,   68721, -221, 3721,  436,  2.107843, -3.498291, -4073  "
"2015-05-19 19:10:00",27388,13.65,25.34,"",""," 51,  240926, -113437, 9999, 9999, 9999,  20.18399, -0.432373,  -279  "," 64, -182315,  212924, 9999, 9999, 9999, 13.496938,  -2.26123, -2646  ","  2, -229452,   68695, -221, 3713,  436,  2.106102,  -3.47876, -4068  "
"2015-05-19 19:20:00",27389,13.65,25.83,"","",""," 64, -182323,  212999, 9999, 9999, 9999, 13.478771,  -2.26123, -2646  ","  2, -229453,   68744, -220, 3710,  436,  2.108437, -3.498291, -4073  "
"2015-05-19 19:30:00",27390,13.65,25.7,"",""," 51,  240908, -113446, 9999, 9999, 9999, 20.187877, -0.432373,  -275  "," 64, -182345,  212941, 9999, 9999, 9999, 13.450981, -2.241211, -2641  ","  2, -229421,   68721, -220, 3716,  435,  2.113014, -3.537598, -4073  "
"2015-05-19 19:40:00",27391,13.65,25.16,"",""," 51,  240923, -113438, 9999, 9999, 9999, 20.189466,  -0.41333,  -275  "," 64, -182354,  212976, 9999, 9999, 9999, 13.425577, -2.241211, -2654  ","  2, -229430,   68746, -220, 3721,  433,  2.109964,  -3.47876, -4068  "
"2015-05-19 19:50:00",27392,13.64,24.13,"",""," 51,  240945, -113436, 9999, 9999, 9999, 20.190702,  -0.41333,  -266  "," 64, -182344,  213007, 9999, 9999, 9999, 13.413734, -2.241211, -2654  ","  2, -229429,   68716, -219, 3715,  434,  2.105734, -3.517822, -4073  "
"2015-05-19 20:00:00",27393,13.63,22.98,"",""," 51,  240950, -113468, 9999, 9999, 9999, 20.192132,  -0.41333,  -266  "," 64, -182336,  213015, 9999, 9999, 9999, 13.395938, -2.241211, -2650  ","  2, -229455,   68743, -219, 3721,  434,  2.110527, -3.498291, -4073  "
"2015-05-19 20:10:00",27394,13.62,22.14,"",""," 51,  240949, -113410, 9999, 9999, 9999, 20.195661,  -0.41333,  -270  "," 64, -182379,  212946, 9999, 9999, 9999, 13.375123,  -2.26123, -2654  ","  2, -229451,   68709, -219, 3721,  436,  2.110247, -3.537598, -4073  "
"2015-05-19 20:20:00",27395,13.64,22.03,"",""," 51,  240974, -113427, 9999, 9999, 9999, 20.201322, -0.394043,  -270  "," 64, -182402,  213079, 9999, 9999, 9999, 13.356184, -2.241211, -2650  ","  2, -229454,   68741, -216, 3718,  437,  2.108816, -3.517822, -4081  "
"2015-05-19 20:30:00",27396,13.63,21.75,"",""," 51,  240991, -113442, 9999, 9999, 9999, 20.199556,  -0.41333,  -270  "," 64, -182418,  212989, 9999, 9999, 9999, 13.629619, -2.241211, -2650  ","  2, -229431,   68729, -217, 3719,  437,  2.110558, -3.517822, -4077  "
"2015-05-19 20:40:00",27397,13.65,21.48,"",""," 51,  240949, -113442, 9999, 9999, 9999, 20.202253,  -0.41333,  -270  "," 64, -182448,  213002, 9999, 9999, 9999, 13.578449,  -2.26123, -2641  ","  2, -229470,   68715, -216, 3717,  439,  2.111732, -3.556885, -4073  "
"2015-05-19 20:50:00",27398,13.63,21.45,"",""," 51,  240974, -113462, 9999, 9999, 9999, 20.207998,  -0.41333,  -275  "," 64, -182530,  213006, 9999, 9999, 9999, 13.616271,  -2.26123, -2654  ","  2, -229459,   68754, -215, 3721,  437,  2.113296, -3.537598, -4073  "
